4035.808833  0.03674  0.04938 1
4035.813455 -0.00064  0.04894 1
4035.818076 -0.00790  0.04878 1
4035.822697 -0.00005  0.04888 1
4035.827319  0.00775  0.04762 1
4035.831941 -0.05773  0.04684 1
4035.836563 -0.00520  0.04683 1
4035.841186 -0.04897  0.04701 1
4035.845806  0.00456  0.04591 1
4035.850427 -0.05593  0.04565 1
4035.855048  0.01410  0.04509 1
4035.947571 -0.28992  0.04379 1
4035.962698 -0.01986  0.05073 2
4035.968161  0.00791  0.05116 2
4035.973626  0.00353  0.05044 2
4035.979092  0.03136  0.05027 2
4036.847877 -0.04329  0.04587 1
4036.892842 -0.01649  0.03710 1
4036.895031 -0.01132  0.04751 1
4036.913516 -0.04212  0.04219 1
4036.918136  0.03263  0.04402 1
4036.922757 -0.00012  0.03858 1
4036.956367  0.01394  0.04963 2
4036.972757 -0.02202  0.05178 2
4036.978220 -0.01486  0.05176 2
4037.808447  0.02662  0.04220 1
4037.813067  0.08035  0.04380 1
4037.817691 -0.01469  0.04382 1
4037.831554  0.00181  0.04245 1
4037.836175 -0.01454  0.04178 1
4037.840798 -0.02504  0.04980 1
4037.845418 -0.01154  0.03758 1
4037.850040  0.01762  0.04936 1
4037.854661 -0.00783  0.03848 1
4037.859283 -0.02278  0.04152 1
4037.863903 -0.04976  0.03941 1
4037.868525 -0.00977  0.03320 1
4037.911053  0.02047  0.03859 1
4037.934156 -0.04702  0.03776 1
4038.804999 -0.03342  0.04119 1
4038.809621 -0.01418  0.04043 1
4038.814242  0.04934  0.04108 1
4038.818864 -0.00134  0.04000 1
4038.823486 -0.06573  0.04213 1
4038.828109 -0.04068  0.04710 1
4038.832731 -0.05296  0.03967 1
4038.837351 -0.02544  0.04001 1
4038.841972 -0.02272  0.03992 1
4038.846594 -0.04340  0.03960 1
4038.851216 -0.04758  0.03970 1
4038.855838 -0.00045  0.03829 1
4038.860459 -0.05340  0.03838 1
4038.865080 -0.03521  0.03805 1
4038.870544  0.01955  0.03687 1
4038.876007  0.06387  0.03672 1
4038.881470 -0.02881  0.03651 1
4038.886934 -0.00880  0.03700 1
4038.889122  0.01255  0.03664 1
4038.893745  0.02051  0.03564 1
4038.898367  0.01734  0.03659 1
4038.902992 -0.01518  0.03712 1
4038.907612  0.00726  0.03694 1
4038.912234  0.00353  0.03719 1
4038.916855 -0.01152  0.03736 1
4038.921475 -0.00200  0.03740 1
4038.926098 -0.00672  0.03777 1
4038.930719 -0.04794  0.03767 1
4038.935340 -0.00224  0.03776 1
4038.939961 -0.00790  0.03843 1
4038.944583  0.04051  0.03763 1
4038.949626 -0.02282  0.05379 2
4038.955089  0.00720  0.04855 2
4038.960554  0.01424  0.04844 2
4038.966016 -0.00454  0.04804 2
4038.971479  0.02210  0.04766 2
4039.844214  0.04343  0.05598 1
4039.880435  0.00208  0.04550 1
4039.885057 -0.01153  0.04640 1
4039.889678 -0.04336  0.05070 1
4040.818191  0.01452  0.06440 1
4040.822810  0.06893  0.06371 1
4040.827432  0.00932  0.06214 1
4040.832053 -0.00819  0.06109 1
4040.836673 -0.02402  0.05882 1
4040.841292  0.02566  0.05859 1
4040.845912 -0.00861  0.05824 1
4040.850532 -0.01164  0.05722 1
4040.855152 -0.02531  0.05604 1
4040.859772 -0.01001  0.05628 1
4040.865237 -0.03256  0.05261 1
4040.870700 -0.02620  0.05166 1
4040.876163 -0.01681  0.04992 1
4040.878350  0.01622  0.04897 1
4040.882971  0.00692  0.04674 1
4040.887591  0.00288  0.04506 1
4040.892213 -0.04976  0.04397 1
4040.896835 -0.02522  0.04496 1
4040.901459 -0.04713  0.04505 1
4040.906083 -0.01980  0.04479 1
4040.910705  0.02916  0.04348 1
4040.915326  0.02418  0.04449 1
4040.919947 -0.01101  0.04426 1
4040.924568 -0.04621  0.04396 1
4040.929191 -0.03543  0.04442 1
4040.933815 -0.02123  0.04246 1
4040.938437  0.00507  0.04340 1
4040.943480 -0.03300  0.05936 2
4040.948944  0.09147  0.05330 2
4040.954407 -0.01549  0.05450 2
4040.959870  0.00334  0.05550 2
4041.826614 -0.02424  0.06184 1
4041.831287  0.00547  0.06001 1
