,name,power,period,mean,std,amp,mad,beyond,skew
0,KELT_N04_lc_040968_V01_comb_raw,[0.00422874 0.00531504 0.00453412 ... 0.02944599 0.02332236 0.01355779],5.497959562470355,2.7052206781067603,0.050384380331320804,1.8616787991795647,0.02526792859798746,0.19133833967698796,-1.7656861356013132
